user_id,competence_id,competence_code,competence_name,als_score_raw,text_score_raw,need_score_raw,experience_score_raw,trend_score_raw,als_score,text_score,need_score,experience_score,trend_score,final_score,current_mastery,current_evidence,current_task_attempts,trend_label,main_reason,rank
1,6aafe9b9-9d86-442a-9054-0372b4ff08d6,9.2.1.,Умеет интерпретировать условие «значение выражения по формуле равно c» как уравнение Y(x)=с,0.99355066,0.37065548935343884,0.8842443729903537,1.6094379124341003,0.0,0.9867138252590413,1.0,0.916398713826366,0.41140808993222105,0.0,0.766254635027526,0.1157556270096463,2.0,2.0,improving,низкое владение по UserCompetence,1
1,b4cd88be-c890-4d73-9c8a-2071f67c2af2,9.4.4.,Умеет интерпретировать условие «значение выражения по формуле не менее/не более c» как неравенство Y(x) ≥ c / Y(x) ≤ c с выбором знака по смыслу условия,1.005828,0.34133466294268916,0.8842443729903537,1.6094379124341003,0.0,0.9982331256586754,0.9208946656586792,0.916398713826366,0.41140808993222105,0.0,0.753889358279152,0.1157556270096463,2.0,2.0,improving,низкое владение по UserCompetence,2
1,30b793a9-7275-40f1-9b91-6aed9314431d,4.2.2,"Умеет находить число благоприятных исходов через дополнение к событию как разность n−k, где k — число неблагоприятных исходов",1.0041329,0.29672064945835075,0.9649122807017544,1.0986122886681096,0.0,0.9966426367599203,0.8005294889222928,1.0,0.2808297106493814,0.0,0.7371816598773728,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,3
1,6c4e8a36-4884-40cf-848a-5f7174444d79,4.5.2,"Умеет находить число благоприятных исходов через вычисление количества объектов, удовлетворяющих условию, в том числе как остаток после распределения (напри., m=n−a−b−…)",1.0017371,0.2789309615635427,0.9649122807017544,1.0986122886681096,0.0,0.9943948128922491,0.7525342793387524,1.0,0.2808297106493814,0.0,0.7269082708003634,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,4
1,5067001a-a115-4624-823b-4de68176f569,4.1.2,Умеет определять число благоприятных исходов m по условию задачи,1.0021656,0.3703706395366593,0.6796836381611469,1.9459101490553132,0.0,0.9947967972172932,0.999231497104558,0.70439940682155,0.4974178695665277,0.0,0.7241269772481398,0.3203163618388532,3.0,3.0,improving,низкое владение по UserCompetence,5
1,fd89bd31-ff34-40e2-a4c5-80f91f1ef93c,6.1.3,Умеет решать уравнение вида a/b·x = c/d через домножение обеих частей на общий знаменатель,1.0005847,0.27303362332089526,0.9649122807017544,1.0986122886681096,0.0,0.993313571247786,0.7366237143746813,1.0,0.2808297106493814,0.0,0.7234017853142102,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,6
1,3acd7099-5c7c-471e-a65d-de2a85de0680,8.4.3,Умеет решать квадратное уравнение,0.9946442,0.2726968526984104,0.9649122807017544,1.0986122886681096,0.0,0.9877398695567017,0.7357151331391185,1.0,0.2808297106493814,0.0,0.7215479585597724,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,7
1,6aa229bd-a74f-43ae-b38d-c05a0f694f01,6.15.1,Умеет представлять число в виде степени с нужными основанием,0.99286735,0.2702481455422177,0.9649122807017544,1.0986122886681096,0.0,0.9860727083555487,0.7291087095826668,1.0,0.2808297106493814,0.0,0.7197265254881362,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,8
1,c4168765-aeae-4221-8e85-0fd1e159466d,6.1.2,Умеет решать уравнение вида a/b·x = c/d с использованием метода «крест-накрест»,0.9931094,0.26951852772049395,0.9649122807017544,1.0986122886681096,0.0,0.9862998171958386,0.7271402568207869,1.0,0.2808297106493814,0.0,0.7194009675878471,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,9
1,118d8585-a00f-46f7-be45-0a39fc33f401,6.16.1,"Умеет представлять числа и дроби в виде степени с требуемым основанием, используя свойства отрицательной степени (a⁻ⁿ = 1/aⁿ, (1/a)⁻ⁿ = aⁿ)",1.0008248,0.26982790972067716,0.8842443729903537,1.6094379124341003,0.0,0.9935388345840794,0.7279749456600724,0.916398713826366,0.41140808993222105,0.0,0.713897126957052,0.1157556270096463,2.0,2.0,no_history,низкое владение по UserCompetence,10
1,2f810ad4-1d9a-47a2-ac2a-54f8d6c46692,6.14.1,"Умеет интерпретировать корень нечётной степени как степень 1/n, где n — нечётное",1.0014865,0.24596758831177054,0.9649122807017544,1.0986122886681096,0.0,0.9941597068679746,0.6636016337997033,1.0,0.2808297106493814,0.0,0.7090512098852713,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,11
1,1024e3ec-6786-4059-84fe-3ae001527444,7.0.0,Вычисления и преобразования,1.0006952,0.21457620640736025,0.9649122807017544,1.6094379124341003,0.0,0.9934172550177681,0.5789101000005721,1.0,0.41140808993222105,0.0,0.704948005498667,0.0350877192982456,2.0,2.0,improving,низкое владение по UserCompetence,12
1,d41fc97b-e924-4350-994b-5e0a2f8e4f62,9.6.6.,"Умеет учитывать ограничение на переменную по смыслу задачи (например, скорость ≥ 0, скорость не может быть отрицательной) при выборе решения",1.0054145,0.24988403895876393,0.8842443729903537,1.6094379124341003,0.0,0.9978451224245135,0.6741679163976627,0.916398713826366,0.41140808993222105,0.0,0.7044276074567002,0.1157556270096463,2.0,2.0,improving,низкое владение по UserCompetence,13
1,6733c3b4-2db4-4513-948c-660afd433395,6.3.5,"Умеет выбрать меньший/больший из корней уравнения, если требуется по условию",0.9945866,0.23035781101467176,0.9649122807017544,1.0986122886681096,0.0,0.9876857906971694,0.6214876553332626,1.0,0.2808297106493814,0.0,0.6986862393407416,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,14
1,5240ff10-72b6-4f5f-bf02-7b0c197d3c07,4.18.3,Умеет находить количество объектов в одной группе при равномерном распределении остатка: m=(N-a)/k.,1.0006094,0.2023210077951658,0.9649122807017544,1.0986122886681096,0.0,0.9933367239342868,0.5458465167967401,1.0,0.2808297106493814,0.0,0.6852532916045723,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,15
1,3ac48081-e67d-4e21-9524-9fc63a0a6624,6.19.1,"Умеет преобразовывать уравнение, перенося числовой множитель в другую часть",0.997041,0.199230519406878,0.9649122807017544,1.0986122886681096,0.0,0.9899886441385528,0.5375086168409652,1.0,0.2808297106493814,0.0,0.6825812876746971,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,16
1,c8997519-69fd-4adc-ab1d-d08163cf35bd,6.11.2,Умеет возводить обе части уравнения в одну и ту же степень,1.003757,0.19315194849945144,0.9649122807017544,1.0986122886681096,0.0,0.9962899777235085,0.5211091000874704,1.0,0.2808297106493814,0.0,0.6811917843994848,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,17
1,35fe8e27-a676-476b-98ea-a18533c20185,9.1.2.,"Умеет переводить значения между кратными и дольными единицами одной и той же величины, используя коэффициент вида 10^k",0.99620324,0.1903806794792005,0.9649122807017544,1.0986122886681096,0.0,0.9892026272091574,0.5136324294327741,1.0,0.2808297106493814,0.0,0.6775702451142402,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,18
1,c1cf3211-be71-45bc-842d-8956cc885359,4.12.1,Умеет применять принцип симметрии при случайной жеребьёвке порядка: каждый участник равновероятно занимает фиксированную позицию k,1.0077112,0.1757446740267727,0.9649122807017544,1.0986122886681096,0.0,1.0,0.47414561250215626,1.0,0.2808297106493814,0.0,0.6729120935653694,0.0350877192982456,1.0,1.0,no_history,низкое владение по UserCompetence,19
